KEY,FREQ,REF_AREA,ADJUSTMENT,FVC_REP_SECTOR,FVC_ITEM,MATURITY_ORIG,DATA_TYPE,COUNT_AREA,BS_COUNT_SECTOR,FVC_ORI_SECTOR,CURRENCY_TRANS,BS_SUFFIX
FVC.Q.NL.N.R.A20.A.1.U2.1000.00.Z01.E,Q,NL,N,R,A20,A,1,U2,1000,00,Z01,E
FVC.Q.NL.N.R.A20.A.1.U2.2250.00.Z01.E,Q,NL,N,R,A20,A,1,U2,2250,00,Z01,E
FVC.Q.NL.N.R.A20.A.1.U2.2270.00.Z01.E,Q,NL,N,R,A20,A,1,U2,2270,00,Z01,E
FVC.Q.NL.N.R.A20.A.1.U6.2250.00.Z01.E,Q,NL,N,R,A20,A,1,U6,2250,00,Z01,E
FVC.Q.NL.N.R.A20.A.4.U2.2220.00.Z01.E,Q,NL,N,R,A20,A,4,U2,2220,00,Z01,E
FVC.Q.NL.N.R.A20.A.4.U2.2250.E1.Z01.E,Q,NL,N,R,A20,A,4,U2,2250,E1,Z01,E
FVC.Q.NL.N.R.A20.A.I.A1.0000.E1.Z01.A,Q,NL,N,R,A20,A,I,A1,0000,E1,Z01,A
FVC.Q.NL.N.R.A40.A.1.A1.0000.00.Z01.E,Q,NL,N,R,A40,A,1,A1,0000,00,Z01,E
FVC.Q.NL.N.R.L60.A.4.A1.0000.ZZ.Z01.E,Q,NL,N,R,L60,A,4,A1,0000,ZZ,Z01,E
FVC.Q.NL.N.R.T00.A.4.A1.0000.ZZ.Z01.E,Q,NL,N,R,T00,A,4,A1,0000,ZZ,Z01,E
FVC.Q.NL.N.S.A10.A.1.A1.0000.ZZ.Z01.E,Q,NL,N,S,A10,A,1,A1,0000,ZZ,Z01,E
FVC.Q.NL.N.S.A10.A.1.U2.2271.ZZ.Z01.E,Q,NL,N,S,A10,A,1,U2,2271,ZZ,Z01,E
FVC.Q.NL.N.S.A10.A.1.U5.2271.ZZ.Z01.E,Q,NL,N,S,A10,A,1,U5,2271,ZZ,Z01,E
FVC.Q.NL.N.S.A10.A.4.U2.2271.ZZ.Z01.E,Q,NL,N,S,A10,A,4,U2,2271,ZZ,Z01,E
FVC.Q.NL.N.S.A10.F.1.U2.2271.ZZ.Z01.E,Q,NL,N,S,A10,F,1,U2,2271,ZZ,Z01,E
FVC.Q.NL.N.S.A10.F.1.U5.1000.ZZ.Z01.E,Q,NL,N,S,A10,F,1,U5,1000,ZZ,Z01,E
FVC.Q.NL.N.S.A10.K.1.A1.0000.ZZ.Z01.E,Q,NL,N,S,A10,K,1,A1,0000,ZZ,Z01,E
FVC.Q.NL.N.F.A20.A.4.A1.0000.R0.Z01.E,Q,NL,N,F,A20,A,4,A1,0000,R0,Z01,E
FVC.Q.NL.N.F.A20.A.4.U2.2260.E1.Z01.E,Q,NL,N,F,A20,A,4,U2,2260,E1,Z01,E
FVC.Q.NL.N.F.A20.A.4.U6.2250.E1.Z01.E,Q,NL,N,F,A20,A,4,U6,2250,E1,Z01,E
FVC.Q.NL.N.F.L20.K.1.A1.0000.ZZ.Z01.E,Q,NL,N,F,L20,K,1,A1,0000,ZZ,Z01,E
FVC.Q.NL.N.F.T00.A.1.A1.0000.ZZ.Z01.E,Q,NL,N,F,T00,A,1,A1,0000,ZZ,Z01,E
FVC.Q.NL.N.F.T00.A.I.A1.0000.ZZ.Z01.A,Q,NL,N,F,T00,A,I,A1,0000,ZZ,Z01,A
FVC.Q.NL.N.O.A20.A.1.A1.0000.00.Z01.E,Q,NL,N,O,A20,A,1,A1,0000,00,Z01,E
FVC.Q.NL.N.O.A20.A.1.A1.0000.E0.Z01.E,Q,NL,N,O,A20,A,1,A1,0000,E0,Z01,E
FVC.Q.NL.N.O.A20.A.1.U2.2250.E1.Z01.E,Q,NL,N,O,A20,A,1,U2,2250,E1,Z01,E
FVC.Q.NL.N.O.A20.A.1.U5.2250.E1.Z01.E,Q,NL,N,O,A20,A,1,U5,2250,E1,Z01,E
FVC.Q.NL.N.O.A20.A.1.U6.2250.E1.Z01.E,Q,NL,N,O,A20,A,1,U6,2250,E1,Z01,E
FVC.Q.NL.N.O.A20.A.4.U2.2240.E1.Z01.E,Q,NL,N,O,A20,A,4,U2,2240,E1,Z01,E
FVC.Q.NL.N.O.A20.A.I.A1.0000.00.Z01.A,Q,NL,N,O,A20,A,I,A1,0000,00,Z01,A
FVC.Q.NL.N.R.A10.A.1.U2.2271.ZZ.Z01.E,Q,NL,N,R,A10,A,1,U2,2271,ZZ,Z01,E
FVC.Q.NL.N.R.A10.A.4.U6.2271.ZZ.Z01.E,Q,NL,N,R,A10,A,4,U6,2271,ZZ,Z01,E
FVC.Q.NL.N.R.A10.F.1.U4.0000.ZZ.Z01.E,Q,NL,N,R,A10,F,1,U4,0000,ZZ,Z01,E
FVC.Q.NL.N.R.A10.F.1.U5.1000.ZZ.Z01.E,Q,NL,N,R,A10,F,1,U5,1000,ZZ,Z01,E
FVC.Q.MT.N.F.A20.A.1.U5.2240.E1.Z01.E,Q,MT,N,F,A20,A,1,U5,2240,E1,Z01,E
FVC.Q.MT.N.F.A40.A.4.A1.0000.00.Z01.E,Q,MT,N,F,A40,A,4,A1,0000,00,Z01,E
FVC.Q.MT.N.F.L20.A.1.A1.0000.ZZ.Z01.E,Q,MT,N,F,L20,A,1,A1,0000,ZZ,Z01,E
FVC.Q.MT.N.F.L20.K.4.A1.0000.ZZ.Z01.E,Q,MT,N,F,L20,K,4,A1,0000,ZZ,Z01,E
FVC.Q.NL.N.F.A10.A.1.U4.0000.ZZ.Z01.E,Q,NL,N,F,A10,A,1,U4,0000,ZZ,Z01,E
FVC.Q.NL.N.F.A10.A.4.A1.0000.ZZ.Z01.E,Q,NL,N,F,A10,A,4,A1,0000,ZZ,Z01,E
FVC.Q.NL.N.F.A10.F.1.A1.0000.ZZ.Z01.E,Q,NL,N,F,A10,F,1,A1,0000,ZZ,Z01,E
FVC.Q.NL.N.F.A10.F.4.U2.2271.ZZ.Z01.E,Q,NL,N,F,A10,F,4,U2,2271,ZZ,Z01,E
FVC.Q.NL.N.F.A10.F.4.U4.00BK.ZZ.Z01.E,Q,NL,N,F,A10,F,4,U4,00BK,ZZ,Z01,E
FVC.Q.NL.N.F.A10.F.4.U4.00NB.ZZ.Z01.E,Q,NL,N,F,A10,F,4,U4,00NB,ZZ,Z01,E
FVC.Q.NL.N.F.A20.A.1.U2.2220.00.Z01.E,Q,NL,N,F,A20,A,1,U2,2220,00,Z01,E
FVC.Q.NL.N.F.A20.A.1.U2.2250.00.Z01.E,Q,NL,N,F,A20,A,1,U2,2250,00,Z01,E
FVC.Q.NL.N.F.A20.A.1.U2.2260.00.Z01.E,Q,NL,N,F,A20,A,1,U2,2260,00,Z01,E
FVC.Q.NL.N.F.A20.A.1.U2.2270.E1.Z01.E,Q,NL,N,F,A20,A,1,U2,2270,E1,Z01,E
FVC.Q.NL.N.F.A20.A.1.U6.2250.E1.Z01.E,Q,NL,N,F,A20,A,1,U6,2250,E1,Z01,E
FVC.Q.LU.N.T.A20.A.1.U2.2220.00.Z01.E,Q,LU,N,T,A20,A,1,U2,2220,00,Z01,E
FVC.Q.LU.N.T.A20.A.1.U5.2240.E1.Z01.E,Q,LU,N,T,A20,A,1,U5,2240,E1,Z01,E
FVC.Q.LU.N.T.A20.A.1.U5.2250.00.Z01.E,Q,LU,N,T,A20,A,1,U5,2250,00,Z01,E
FVC.Q.LU.N.T.A20.A.1.U6.2250.00.Z01.E,Q,LU,N,T,A20,A,1,U6,2250,00,Z01,E
FVC.Q.LU.N.T.A20.A.1.U6.2250.E1.Z01.E,Q,LU,N,T,A20,A,1,U6,2250,E1,Z01,E
FVC.Q.LU.N.T.A20.A.4.A1.0000.00.Z01.E,Q,LU,N,T,A20,A,4,A1,0000,00,Z01,E
FVC.Q.LU.N.T.A20.A.4.U5.2240.E1.Z01.E,Q,LU,N,T,A20,A,4,U5,2240,E1,Z01,E
FVC.Q.LU.N.T.T00.A.1.A1.0000.ZZ.Z01.E,Q,LU,N,T,T00,A,1,A1,0000,ZZ,Z01,E
FVC.Q.MT.N.F.A10.F.1.U5.2271.ZZ.Z01.E,Q,MT,N,F,A10,F,1,U5,2271,ZZ,Z01,E
FVC.Q.MT.N.F.A10.K.1.U4.00NB.ZZ.Z01.E,Q,MT,N,F,A10,K,1,U4,00NB,ZZ,Z01,E
FVC.Q.MT.N.F.A10.K.4.U4.00BK.ZZ.Z01.E,Q,MT,N,F,A10,K,4,U4,00BK,ZZ,Z01,E
FVC.Q.MT.N.F.A20.A.1.A1.0000.E0.Z01.E,Q,MT,N,F,A20,A,1,A1,0000,E0,Z01,E
FVC.Q.MT.N.F.A20.A.1.U2.1000.E1.Z01.E,Q,MT,N,F,A20,A,1,U2,1000,E1,Z01,E
FVC.Q.MT.N.F.A20.A.1.U2.2200.E1.Z01.E,Q,MT,N,F,A20,A,1,U2,2200,E1,Z01,E
FVC.Q.MT.N.F.A20.A.1.U2.2250.00.Z01.E,Q,MT,N,F,A20,A,1,U2,2250,00,Z01,E
FVC.Q.NL.N.S.L60.A.1.A1.0000.ZZ.Z01.E,Q,NL,N,S,L60,A,1,A1,0000,ZZ,Z01,E
FVC.Q.NL.N.T.A10.A.4.U5.2271.ZZ.Z01.E,Q,NL,N,T,A10,A,4,U5,2271,ZZ,Z01,E
FVC.Q.NL.N.T.A10.F.1.A1.0000.ZZ.Z01.E,Q,NL,N,T,A10,F,1,A1,0000,ZZ,Z01,E
FVC.Q.NL.N.T.A10.F.1.U4.0000.ZZ.Z01.E,Q,NL,N,T,A10,F,1,U4,0000,ZZ,Z01,E
FVC.Q.NL.N.T.A10.F.1.U6.1000.ZZ.Z01.E,Q,NL,N,T,A10,F,1,U6,1000,ZZ,Z01,E
FVC.Q.NL.N.T.A10.F.4.U2.2271.ZZ.Z01.E,Q,NL,N,T,A10,F,4,U2,2271,ZZ,Z01,E
FVC.Q.NL.N.T.A10.K.1.U5.1000.ZZ.Z01.E,Q,NL,N,T,A10,K,1,U5,1000,ZZ,Z01,E
FVC.Q.U2.N.T.A30.G.1.U5.1000.ZZ.Z01.E,Q,U2,N,T,A30,G,1,U5,1000,ZZ,Z01,E
FVC.Q.U2.N.T.A30.G.4.U4.0000.ZZ.Z01.E,Q,U2,N,T,A30,G,4,U4,0000,ZZ,Z01,E
FVC.Q.U2.N.T.A30.H.4.U4.0000.ZZ.Z01.E,Q,U2,N,T,A30,H,4,U4,0000,ZZ,Z01,E
FVC.Q.U2.N.T.A30.H.4.U5.2000.ZZ.Z01.E,Q,U2,N,T,A30,H,4,U5,2000,ZZ,Z01,E
FVC.Q.U2.N.T.A30.H.4.U5.2271.ZZ.Z01.E,Q,U2,N,T,A30,H,4,U5,2271,ZZ,Z01,E
FVC.Q.U2.N.T.A30.H.4.U6.2271.ZZ.Z01.E,Q,U2,N,T,A30,H,4,U6,2271,ZZ,Z01,E
FVC.Q.U2.N.T.A50.A.4.A1.0000.ZZ.Z01.E,Q,U2,N,T,A50,A,4,A1,0000,ZZ,Z01,E
FVC.Q.U2.N.T.A50.A.4.U6.2271.ZZ.Z01.E,Q,U2,N,T,A50,A,4,U6,2271,ZZ,Z01,E
FVC.Q.U2.N.T.AT1.A.4.A1.0000.ZZ.Z01.E,Q,U2,N,T,AT1,A,4,A1,0000,ZZ,Z01,E
FVC.Q.U2.N.T.L20.A.1.U6.2271.ZZ.Z01.E,Q,U2,N,T,L20,A,1,U6,2271,ZZ,Z01,E
FVC.Q.LU.N.R.L60.A.1.A1.0000.ZZ.Z01.E,Q,LU,N,R,L60,A,1,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.R.T00.A.1.A1.0000.ZZ.Z01.E,Q,LU,N,R,T00,A,1,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.S.A10.F.1.U2.1000.ZZ.Z01.E,Q,LU,N,S,A10,F,1,U2,1000,ZZ,Z01,E
FVC.Q.LU.N.S.A10.K.4.U4.0000.ZZ.Z01.E,Q,LU,N,S,A10,K,4,U4,0000,ZZ,Z01,E
FVC.Q.LU.N.S.A20.A.1.U2.1000.00.Z01.E,Q,LU,N,S,A20,A,1,U2,1000,00,Z01,E
FVC.Q.LU.N.S.A20.A.1.U5.2240.E1.Z01.E,Q,LU,N,S,A20,A,1,U5,2240,E1,Z01,E
FVC.Q.LU.N.S.A20.A.1.U6.2250.00.Z01.E,Q,LU,N,S,A20,A,1,U6,2250,00,Z01,E
FVC.Q.LU.N.S.A20.A.4.A1.0000.E1.Z01.E,Q,LU,N,S,A20,A,4,A1,0000,E1,Z01,E
FVC.Q.LU.N.S.A20.A.4.U2.2240.00.Z01.E,Q,LU,N,S,A20,A,4,U2,2240,00,Z01,E
FVC.Q.LU.N.S.A20.A.4.U2.2250.E1.Z01.E,Q,LU,N,S,A20,A,4,U2,2250,E1,Z01,E
FVC.Q.LU.N.S.A20.A.4.U5.2250.00.Z01.E,Q,LU,N,S,A20,A,4,U5,2250,00,Z01,E
FVC.Q.U2.N.T.L40.F.1.A1.0000.ZZ.Z01.E,Q,U2,N,T,L40,F,1,A1,0000,ZZ,Z01,E
FVC.Q.U2.N.T.L40.G.I.A1.0000.ZZ.Z01.E,Q,U2,N,T,L40,G,I,A1,0000,ZZ,Z01,E
FVC.Q.U2.N.T.L40.H.1.A1.0000.ZZ.Z01.E,Q,U2,N,T,L40,H,1,A1,0000,ZZ,Z01,E
FVC.Q.U2.N.T.L40.H.I.A1.0000.ZZ.Z01.A,Q,U2,N,T,L40,H,I,A1,0000,ZZ,Z01,A
FVC.Q.U2.N.T.A20.A.1.U5.2250.00.Z01.E,Q,U2,N,T,A20,A,1,U5,2250,00,Z01,E
FVC.Q.U2.N.T.A20.A.4.U2.2000.00.Z01.E,Q,U2,N,T,A20,A,4,U2,2000,00,Z01,E
FVC.Q.U2.N.T.A20.A.4.U2.2250.00.Z01.E,Q,U2,N,T,A20,A,4,U2,2250,00,Z01,E
FVC.Q.U2.N.T.A20.A.4.U5.2250.00.Z01.E,Q,U2,N,T,A20,A,4,U5,2250,00,Z01,E
FVC.Q.U2.N.T.A20.A.I.A1.0000.E1.Z01.A,Q,U2,N,T,A20,A,I,A1,0000,E1,Z01,A
FVC.Q.U2.N.T.A20.A.I.A1.0000.E1.Z01.E,Q,U2,N,T,A20,A,I,A1,0000,E1,Z01,E
FVC.Q.U2.N.T.A20.A.I.A1.0000.E4.Z01.E,Q,U2,N,T,A20,A,I,A1,0000,E4,Z01,E
FVC.Q.LU.N.S.A40.A.1.A1.0000.00.Z01.E,Q,LU,N,S,A40,A,1,A1,0000,00,Z01,E
FVC.Q.LU.N.T.A10.A.1.A1.0000.ZZ.Z01.E,Q,LU,N,T,A10,A,1,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.T.A10.A.1.U4.0000.ZZ.Z01.E,Q,LU,N,T,A10,A,1,U4,0000,ZZ,Z01,E
FVC.Q.LU.N.T.A10.A.4.A1.0000.ZZ.Z01.E,Q,LU,N,T,A10,A,4,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.T.A10.K.1.U4.0000.ZZ.Z01.E,Q,LU,N,T,A10,K,1,U4,0000,ZZ,Z01,E
FVC.Q.LU.N.T.A10.K.4.U2.2271.ZZ.Z01.E,Q,LU,N,T,A10,K,4,U2,2271,ZZ,Z01,E
FVC.Q.LU.N.T.A10.K.4.U4.0000.ZZ.Z01.E,Q,LU,N,T,A10,K,4,U4,0000,ZZ,Z01,E
FVC.Q.LU.N.T.A20.A.1.A1.0000.00.Z01.E,Q,LU,N,T,A20,A,1,A1,0000,00,Z01,E
FVC.Q.LU.N.O.A20.A.4.A1.0000.E1.Z01.E,Q,LU,N,O,A20,A,4,A1,0000,E1,Z01,E
FVC.Q.U2.N.T.A20.A.I.U2.2210.E1.Z01.A,Q,U2,N,T,A20,A,I,U2,2210,E1,Z01,A
FVC.Q.U2.N.T.A20.A.I.U2.2210.E1.Z01.E,Q,U2,N,T,A20,A,I,U2,2210,E1,Z01,E
FVC.Q.U2.N.T.A20.A.I.U2.2260.00.Z01.A,Q,U2,N,T,A20,A,I,U2,2260,00,Z01,A
FVC.Q.U2.N.T.A20.A.I.U2.2260.E1.Z01.E,Q,U2,N,T,A20,A,I,U2,2260,E1,Z01,E
FVC.Q.U2.N.T.A20.A.I.U5.2240.E1.Z01.A,Q,U2,N,T,A20,A,I,U5,2240,E1,Z01,A
FVC.Q.U2.N.T.A20.F.4.U5.2240.E1.Z01.E,Q,U2,N,T,A20,F,4,U5,2240,E1,Z01,E
FVC.Q.U2.N.T.A30.A.1.U2.2271.ZZ.Z01.E,Q,U2,N,T,A30,A,1,U2,2271,ZZ,Z01,E
FVC.Q.U2.N.T.A30.A.4.U2.0000.ZZ.Z01.E,Q,U2,N,T,A30,A,4,U2,0000,ZZ,Z01,E
FVC.Q.U2.N.T.A30.A.4.U5.2271.ZZ.Z01.E,Q,U2,N,T,A30,A,4,U5,2271,ZZ,Z01,E
FVC.Q.U2.N.T.A30.A.4.U6.2000.ZZ.Z01.E,Q,U2,N,T,A30,A,4,U6,2000,ZZ,Z01,E
FVC.Q.LU.N.O.L60.A.4.A1.0000.ZZ.Z01.E,Q,LU,N,O,L60,A,4,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.O.T00.A.4.A1.0000.ZZ.Z01.E,Q,LU,N,O,T00,A,4,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.R.A10.K.4.A1.0000.ZZ.Z01.E,Q,LU,N,R,A10,K,4,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.R.A20.A.1.U2.2260.E1.Z01.E,Q,LU,N,R,A20,A,1,U2,2260,E1,Z01,E
FVC.Q.U2.N.T.A30.F.4.U5.1000.ZZ.Z01.E,Q,U2,N,T,A30,F,4,U5,1000,ZZ,Z01,E
FVC.Q.U2.N.T.A30.F.4.U5.2000.ZZ.Z01.E,Q,U2,N,T,A30,F,4,U5,2000,ZZ,Z01,E
FVC.Q.U2.N.T.A30.F.4.U5.2271.ZZ.Z01.E,Q,U2,N,T,A30,F,4,U5,2271,ZZ,Z01,E
FVC.Q.U2.N.T.A30.F.4.U6.0000.ZZ.Z01.E,Q,U2,N,T,A30,F,4,U6,0000,ZZ,Z01,E
FVC.Q.U2.N.T.A30.F.4.U6.1000.ZZ.Z01.E,Q,U2,N,T,A30,F,4,U6,1000,ZZ,Z01,E
FVC.Q.U2.N.S.A30.H.1.U5.2271.ZZ.Z01.E,Q,U2,N,S,A30,H,1,U5,2271,ZZ,Z01,E
FVC.Q.U2.N.S.A30.H.4.A1.0000.ZZ.Z01.E,Q,U2,N,S,A30,H,4,A1,0000,ZZ,Z01,E
FVC.Q.U2.N.S.A30.H.4.U2.2271.ZZ.Z01.E,Q,U2,N,S,A30,H,4,U2,2271,ZZ,Z01,E
FVC.Q.U2.N.S.A30.H.4.U6.0000.ZZ.Z01.E,Q,U2,N,S,A30,H,4,U6,0000,ZZ,Z01,E
FVC.Q.U2.N.S.L20.A.1.U2.2271.ZZ.Z01.E,Q,U2,N,S,L20,A,1,U2,2271,ZZ,Z01,E
FVC.Q.U2.N.S.L20.A.1.U5.2271.ZZ.Z01.E,Q,U2,N,S,L20,A,1,U5,2271,ZZ,Z01,E
FVC.Q.U2.N.S.L20.F.1.A1.0000.ZZ.Z01.E,Q,U2,N,S,L20,F,1,A1,0000,ZZ,Z01,E
FVC.Q.U2.N.S.L40.G.1.A1.0000.ZZ.Z01.E,Q,U2,N,S,L40,G,1,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.R.A20.A.1.U6.2250.E1.Z01.E,Q,LU,N,R,A20,A,1,U6,2250,E1,Z01,E
FVC.Q.LU.N.R.A20.A.4.A1.0000.E0.Z01.E,Q,LU,N,R,A20,A,4,A1,0000,E0,Z01,E
FVC.Q.LU.N.R.A20.A.4.U2.1000.E1.Z01.E,Q,LU,N,R,A20,A,4,U2,1000,E1,Z01,E
FVC.Q.LU.N.R.A20.A.4.U2.2250.00.Z01.E,Q,LU,N,R,A20,A,4,U2,2250,00,Z01,E
FVC.Q.LU.N.R.A20.A.4.U2.2270.00.Z01.E,Q,LU,N,R,A20,A,4,U2,2270,00,Z01,E
FVC.Q.LU.N.R.A20.A.4.U5.2240.E1.Z01.E,Q,LU,N,R,A20,A,4,U5,2240,E1,Z01,E
FVC.Q.LU.N.R.A20.A.4.U5.2250.00.Z01.E,Q,LU,N,R,A20,A,4,U5,2250,00,Z01,E
FVC.Q.LU.N.R.A20.A.4.U5.2250.E1.Z01.E,Q,LU,N,R,A20,A,4,U5,2250,E1,Z01,E
FVC.Q.LU.N.R.A40.A.1.A1.0000.00.Z01.E,Q,LU,N,R,A40,A,1,A1,0000,00,Z01,E
FVC.Q.LU.N.R.A40.A.4.A1.0000.00.Z01.E,Q,LU,N,R,A40,A,4,A1,0000,00,Z01,E
FVC.Q.LU.N.R.L20.A.4.A1.0000.ZZ.Z01.E,Q,LU,N,R,L20,A,4,A1,0000,ZZ,Z01,E
FVC.Q.IT.N.T.L60.A.1.A1.0000.ZZ.Z01.E,Q,IT,N,T,L60,A,1,A1,0000,ZZ,Z01,E
FVC.Q.LT.N.F.A10.A.1.U2.2271.ZZ.Z01.E,Q,LT,N,F,A10,A,1,U2,2271,ZZ,Z01,E
FVC.Q.LT.N.F.A10.A.1.U6.2271.ZZ.Z01.E,Q,LT,N,F,A10,A,1,U6,2271,ZZ,Z01,E
FVC.Q.LT.N.R.A10.A.4.U2.2271.ZZ.Z01.E,Q,LT,N,R,A10,A,4,U2,2271,ZZ,Z01,E
FVC.Q.LT.N.R.A10.A.4.U6.2271.ZZ.Z01.E,Q,LT,N,R,A10,A,4,U6,2271,ZZ,Z01,E
FVC.Q.LT.N.S.A10.A.4.U2.2271.ZZ.Z01.E,Q,LT,N,S,A10,A,4,U2,2271,ZZ,Z01,E
FVC.Q.U2.N.S.T00.A.1.A1.0000.ZZ.Z01.E,Q,U2,N,S,T00,A,1,A1,0000,ZZ,Z01,E
FVC.Q.U2.N.T.A10.A.1.U2.1000.ZZ.Z01.E,Q,U2,N,T,A10,A,1,U2,1000,ZZ,Z01,E
FVC.Q.U2.N.T.A10.A.1.U4.0000.ZZ.Z01.E,Q,U2,N,T,A10,A,1,U4,0000,ZZ,Z01,E
FVC.Q.U2.N.T.A10.A.1.U4.00BK.ZZ.Z01.E,Q,U2,N,T,A10,A,1,U4,00BK,ZZ,Z01,E
FVC.Q.U2.N.T.A10.A.4.U4.00NB.ZZ.Z01.E,Q,U2,N,T,A10,A,4,U4,00NB,ZZ,Z01,E
FVC.Q.U2.N.T.A10.A.4.U5.2271.ZZ.Z01.E,Q,U2,N,T,A10,A,4,U5,2271,ZZ,Z01,E
FVC.Q.U2.N.T.A10.F.1.U4.0000.ZZ.Z01.E,Q,U2,N,T,A10,F,1,U4,0000,ZZ,Z01,E
FVC.Q.U2.N.T.A10.F.4.A1.0000.ZZ.Z01.E,Q,U2,N,T,A10,F,4,A1,0000,ZZ,Z01,E
FVC.Q.U2.N.T.A10.F.4.U5.1000.ZZ.Z01.E,Q,U2,N,T,A10,F,4,U5,1000,ZZ,Z01,E
FVC.Q.U2.N.T.A10.K.1.U5.2271.ZZ.Z01.E,Q,U2,N,T,A10,K,1,U5,2271,ZZ,Z01,E
FVC.Q.U2.N.T.A10.K.4.U4.00BK.ZZ.Z01.E,Q,U2,N,T,A10,K,4,U4,00BK,ZZ,Z01,E
FVC.Q.LU.N.F.A10.F.1.U2.1000.ZZ.Z01.E,Q,LU,N,F,A10,F,1,U2,1000,ZZ,Z01,E
FVC.Q.LU.N.F.A10.K.4.A1.0000.ZZ.Z01.E,Q,LU,N,F,A10,K,4,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.F.A20.A.1.A1.0000.00.Z01.E,Q,LU,N,F,A20,A,1,A1,0000,00,Z01,E
FVC.Q.LU.N.F.A20.A.1.U2.2260.E1.Z01.E,Q,LU,N,F,A20,A,1,U2,2260,E1,Z01,E
FVC.Q.LU.N.F.A20.A.4.U2.2240.E1.Z01.E,Q,LU,N,F,A20,A,4,U2,2240,E1,Z01,E
FVC.Q.LU.N.F.A20.A.4.U2.2250.00.Z01.E,Q,LU,N,F,A20,A,4,U2,2250,00,Z01,E
FVC.Q.LU.N.F.A20.A.4.U2.2270.00.Z01.E,Q,LU,N,F,A20,A,4,U2,2270,00,Z01,E
FVC.Q.LU.N.F.A20.A.4.U5.2250.E1.Z01.E,Q,LU,N,F,A20,A,4,U5,2250,E1,Z01,E
FVC.Q.U2.N.T.A20.A.1.U2.2000.00.Z01.E,Q,U2,N,T,A20,A,1,U2,2000,00,Z01,E
FVC.Q.U2.N.T.A20.A.1.U2.2100.E1.Z01.E,Q,U2,N,T,A20,A,1,U2,2100,E1,Z01,E
FVC.Q.U2.N.S.A20.A.4.U4.0000.00.Z01.E,Q,U2,N,S,A20,A,4,U4,0000,00,Z01,E
FVC.Q.U2.N.S.A20.A.4.U5.2240.00.Z01.E,Q,U2,N,S,A20,A,4,U5,2240,00,Z01,E
FVC.Q.U2.N.S.A20.A.4.U6.2240.E1.Z01.E,Q,U2,N,S,A20,A,4,U6,2240,E1,Z01,E
FVC.Q.U2.N.S.A20.A.I.A1.0000.00.Z01.E,Q,U2,N,S,A20,A,I,A1,0000,00,Z01,E
FVC.Q.U2.N.S.A20.A.I.U2.1000.E1.Z01.A,Q,U2,N,S,A20,A,I,U2,1000,E1,Z01,A
FVC.Q.U2.N.S.A20.A.I.U2.2210.E1.Z01.E,Q,U2,N,S,A20,A,I,U2,2210,E1,Z01,E
FVC.Q.U2.N.S.A20.A.I.U2.2220.E1.Z01.A,Q,U2,N,S,A20,A,I,U2,2220,E1,Z01,A
FVC.Q.U2.N.S.A20.A.I.U2.2250.00.Z01.E,Q,U2,N,S,A20,A,I,U2,2250,00,Z01,E
FVC.Q.U2.N.S.A20.A.I.U2.2260.E1.Z01.A,Q,U2,N,S,A20,A,I,U2,2260,E1,Z01,A
FVC.Q.U2.N.S.A20.A.I.U2.2270.E1.Z01.A,Q,U2,N,S,A20,A,I,U2,2270,E1,Z01,A
FVC.Q.LU.N.F.L20.A.4.A1.0000.ZZ.Z01.E,Q,LU,N,F,L20,A,4,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.F.L20.F.1.A1.0000.ZZ.Z01.E,Q,LU,N,F,L20,F,1,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.O.A20.A.1.A1.0000.00.Z01.E,Q,LU,N,O,A20,A,1,A1,0000,00,Z01,E
FVC.Q.IT.N.S.L60.A.1.A1.0000.ZZ.Z01.E,Q,IT,N,S,L60,A,1,A1,0000,ZZ,Z01,E
FVC.Q.IT.N.T.A10.A.1.A1.0000.ZZ.Z01.E,Q,IT,N,T,A10,A,1,A1,0000,ZZ,Z01,E
FVC.Q.IT.N.T.A10.A.1.U4.00BK.ZZ.Z01.E,Q,IT,N,T,A10,A,1,U4,00BK,ZZ,Z01,E
FVC.Q.U2.N.S.A20.A.I.U4.0000.E1.Z01.E,Q,U2,N,S,A20,A,I,U4,0000,E1,Z01,E
FVC.Q.U2.N.S.A20.A.I.U6.2240.E1.Z01.E,Q,U2,N,S,A20,A,I,U6,2240,E1,Z01,E
FVC.Q.U2.N.S.A20.J.4.U2.2240.E1.Z01.E,Q,U2,N,S,A20,J,4,U2,2240,E1,Z01,E
FVC.Q.U2.N.S.A30.A.1.U2.1000.ZZ.Z01.E,Q,U2,N,S,A30,A,1,U2,1000,ZZ,Z01,E
FVC.Q.U2.N.S.A30.A.4.U5.2271.ZZ.Z01.E,Q,U2,N,S,A30,A,4,U5,2271,ZZ,Z01,E
